答卷编号,IP地址,来源,昵称(微信),性别(微信),城市(微信),分值,开始时间,结束时间,状态
1758,123.151.153.35,,,,,150,2015-03-28 16:24:25,2015-03-28 16:28:46,正常完成
1759,1.57.64.164,,,,,36,2015-03-28 16:29:04,2015-03-28 16:30:18,正常完成
1760,101.226.61.189,,,,,61,2015-03-28 16:28:46,2015-03-28 16:30:35,正常完成
1761,101.226.125.18,,,,,44,2015-03-28 16:29:52,2015-03-28 16:31:40,正常完成
1762,121.225.235.66,,,,,69,2015-03-28 16:30:49,2015-03-28 16:32:35,正常完成
1763,123.151.153.35,,,,,158,2015-03-28 16:31:22,2015-03-28 16:34:12,正常完成
1764,1.61.140.88,,,,,53,2015-03-28 16:34:30,2015-03-28 16:36:12,正常完成
1765,101.226.61.184,,,,,53,2015-03-28 16:39:01,2015-03-28 16:40:06,正常完成
1766,123.151.176.198,,,,,152,2015-03-28 16:47:18,2015-03-28 16:48:01,正常完成
1767,117.136.77.20,,,,,165,2015-03-28 16:49:22,2015-03-28 16:51:10,正常完成
1768,223.104.8.175,,,,,171,2015-03-28 16:48:33,2015-03-28 16:51:32,正常完成
1769,14.100.132.202,,,,,166,2015-03-28 16:51:28,2015-03-28 16:53:07,正常完成
1770,116.113.108.67,,,,,163,2015-03-28 16:49:25,2015-03-28 16:53:08,正常完成
1771,223.104.8.175,,,,,171,2015-03-28 16:52:20,2015-03-28 16:53:36,正常完成
1772,118.72.254.231,,,,,141,2015-03-28 16:52:02,2015-03-28 16:53:42,正常完成
1773,122.96.31.12,,,,,46,2015-03-28 16:51:09,2015-03-28 16:53:48,正常完成
1774,123.151.139.156,,,,,67,2015-03-28 16:49:27,2015-03-28 16:53:51,正常完成
1775,218.202.111.42,,,,,117,2015-03-28 16:53:02,2015-03-28 16:55:10,正常完成
1776,113.5.123.231,,,,,167,2015-03-28 16:52:49,2015-03-28 16:55:34,正常完成
1777,218.202.111.42,,,,,117,2015-03-28 17:02:29,2015-03-28 17:03:04,正常完成
1778,180.174.241.102,,,,,144,2015-03-28 17:01:51,2015-03-28 17:03:42,正常完成
1779,123.151.153.36,,,,,165,2015-03-28 17:04:36,2015-03-28 17:06:59,正常完成
1780,123.151.42.48,,,,,59,2015-03-28 17:08:57,2015-03-28 17:09:36,正常完成
1781,101.226.61.189,,,,,145,2015-03-28 17:08:01,2015-03-28 17:09:50,正常完成
1782,188.84.207.191,,,,,64,2015-03-28 17:08:00,2015-03-28 17:10:08,正常完成
1783,123.151.42.47,,,,,52,2015-03-28 17:07:46,2015-03-28 17:10:15,正常完成
1784,123.151.153.35,,,,,172,2015-03-28 17:06:48,2015-03-28 17:10:19,正常完成
1785,61.164.116.179,,,,,190,2015-03-28 17:08:55,2015-03-28 17:10:46,正常完成
1786,123.151.42.48,,,,,148,2015-03-28 17:10:34,2015-03-28 17:12:54,正常完成
1787,122.96.44.14,,,,,162,2015-03-28 17:11:40,2015-03-28 17:13:10,正常完成
1788,219.146.67.201,,,,,64,2015-03-28 17:13:06,2015-03-28 17:15:13,正常完成
1789,123.151.139.156,,,,,137,2015-03-28 17:12:49,2015-03-28 17:16:15,正常完成
1790,27.150.219.115,,,,,174,2015-03-28 17:16:00,2015-03-28 17:17:51,正常完成
1791,42.103.113.219,,,,,146,2015-03-28 17:17:05,2015-03-28 17:18:37,正常完成
1792,1.61.140.188,,,,,70,2015-03-28 17:17:09,2015-03-28 17:18:47,正常完成
1793,123.151.12.154,,,,,149,2015-03-28 17:18:21,2015-03-28 17:19:33,正常完成
1794,123.151.42.52,,,,,138,2015-03-28 17:17:15,2015-03-28 17:20:05,正常完成
1795,188.84.207.191,,,,,34,2015-03-28 17:24:25,2015-03-28 17:25:15,正常完成
1796,49.65.195.70,,,,,44,2015-03-28 17:25:33,2015-03-28 17:27:52,正常完成
1797,223.104.2.169,,,,,161,2015-03-28 17:26:07,2015-03-28 17:28:09,正常完成
1798,101.85.35.208,,,,,51,2015-03-28 17:27:37,2015-03-28 17:30:26,正常完成
1799,112.224.65.30,,,,,60,2015-03-28 17:29:47,2015-03-28 17:30:55,正常完成
1800,123.151.42.50,,,,,171,2015-03-28 17:31:20,2015-03-28 17:33:33,正常完成
1801,218.202.111.43,,,,,149,2015-03-28 17:32:01,2015-03-28 17:35:26,正常完成
1802,218.202.111.43,,,,,71,2015-03-28 17:33:31,2015-03-28 17:35:31,正常完成
1803,1.58.79.82,,,,,176,2015-03-28 17:32:41,2015-03-28 17:35:33,正常完成
1804,110.18.142.104,,,,,58,2015-03-28 17:35:30,2015-03-28 17:38:03,正常完成
1805,27.128.177.72,,,,,37,2015-03-28 17:37:35,2015-03-28 17:39:19,正常完成
1806,111.37.1.5,,,,,129,2015-03-28 17:40:00,2015-03-28 17:40:51,正常完成
1807,218.202.111.43,,,,,170,2015-03-28 17:36:59,2015-03-28 17:40:53,正常完成
1808,27.194.3.11,,,,,161,2015-03-28 17:37:46,2015-03-28 17:41:26,正常完成
1809,123.151.12.154,,,,,148,2015-03-28 17:34:50,2015-03-28 17:44:04,正常完成
1810,111.161.57.31,,,,,167,2015-03-28 17:41:29,2015-03-28 17:45:00,正常完成
1811,123.151.42.57,,,,,74,2015-03-28 17:44:18,2015-03-28 17:47:09,正常完成
1812,116.231.225.110,,,,,135,2015-03-28 16:04:09,2015-03-28 17:48:28,正常完成
1813,123.151.42.46,,,,,44,2015-03-28 17:48:39,2015-03-28 17:50:17,正常完成
1814,123.151.42.57,,,,,147,2015-03-28 17:47:34,2015-03-28 17:50:19,正常完成
1815,42.185.28.6,,,,,143,2015-03-28 17:48:31,2015-03-28 17:51:05,正常完成
1816,123.151.42.52,,,,,165,2015-03-28 17:48:16,2015-03-28 17:51:12,正常完成
1817,1.191.169.138,,,,,162,2015-03-28 17:51:46,2015-03-28 17:53:26,正常完成
1818,218.202.111.34,,,,,160,2015-03-28 17:55:11,2015-03-28 17:55:58,正常完成
1819,111.126.111.193,,,,,176,2015-03-28 17:54:04,2015-03-28 17:56:25,正常完成
1820,49.66.134.77,,,,,185,2015-03-28 17:55:36,2015-03-28 17:56:38,正常完成
1821,123.151.176.198,,,,,56,2015-03-28 17:55:22,2015-03-28 17:57:21,正常完成
1822,117.136.77.125,,,,,75,2015-03-28 17:54:49,2015-03-28 17:57:25,正常完成
1823,49.66.134.77,,,,,173,2015-03-28 17:56:53,2015-03-28 17:57:27,正常完成
1824,110.7.195.241,,,,,166,2015-03-28 17:56:16,2015-03-28 17:59:06,正常完成
1825,101.226.61.190,,,,,158,2015-03-28 17:59:18,2015-03-28 18:01:43,正常完成
1826,111.40.194.141,,,,,156,2015-03-28 18:01:27,2015-03-28 18:02:57,正常完成
1827,123.151.42.52,,,,,155,2015-03-28 18:01:27,2015-03-28 18:03:59,正常完成
1828,113.5.2.42,,,,,155,2015-03-28 18:03:23,2015-03-28 18:05:38,正常完成
1829,123.151.42.47,,,,,62,2015-03-28 18:02:52,2015-03-28 18:06:08,正常完成
1830,123.151.176.198,,,,,146,2015-03-28 18:04:51,2015-03-28 18:06:57,正常完成
1831,116.114.62.143,,,,,155,2015-03-28 17:23:18,2015-03-28 18:09:57,正常完成
1832,123.151.176.198,,,,,165,2015-03-28 18:08:16,2015-03-28 18:10:52,正常完成
1833,124.79.33.19,,,,,176,2015-03-28 18:10:43,2015-03-28 18:12:02,正常完成
1834,117.175.88.49,,,,,165,2015-03-28 18:16:02,2015-03-28 18:17:58,正常完成
1835,110.17.234.64,,,,,159,2015-03-28 18:18:05,2015-03-28 18:20:28,正常完成
1836,220.181.77.233,,,,,136,2015-03-28 18:20:13,2015-03-28 18:20:47,正常完成
1837,123.151.38.94,,,,,153,2015-03-28 18:21:59,2015-03-28 18:22:37,正常完成
1838,220.181.77.233,,,,,162,2015-03-28 18:20:53,2015-03-28 18:23:17,正常完成
1839,218.202.111.42,,,,,160,2015-03-28 18:24:30,2015-03-28 18:26:57,正常完成
1840,117.136.45.119,,,,,149,2015-03-28 18:25:20,2015-03-28 18:27:27,正常完成
1841,101.226.125.117,,,,,170,2015-03-28 18:24:23,2015-03-28 18:28:24,正常完成
1842,123.151.38.94,,,,,52,2015-03-28 18:28:15,2015-03-28 18:30:24,正常完成
1843,123.151.64.143,,,,,153,2015-03-28 18:31:51,2015-03-28 18:34:41,正常完成
1844,116.117.46.10,,,,,175,2015-03-28 18:32:58,2015-03-28 18:36:05,正常完成
1845,117.84.178.122,,,,,169,2015-03-28 18:34:17,2015-03-28 18:37:06,正常完成
1846,123.151.64.142,,,,,196,2015-03-28 18:32:27,2015-03-28 18:37:29,正常完成
1847,110.7.50.180,,,,,59,2015-03-28 18:34:29,2015-03-28 18:39:24,正常完成
1848,112.224.21.189,,,,,29,2015-03-28 18:41:32,2015-03-28 18:42:06,正常完成
1849,123.168.96.138,,,,,164,2015-03-28 18:46:37,2015-03-28 18:48:22,正常完成
1850,218.202.111.42,,,,,161,2015-03-28 18:46:29,2015-03-28 18:48:48,正常完成
1851,123.151.42.49,,,,,76,2015-03-28 18:48:44,2015-03-28 18:49:52,正常完成
1852,49.87.93.244,,,,,57,2015-03-28 18:47:36,2015-03-28 18:49:52,正常完成
1853,218.202.111.43,,,,,140,2015-03-28 18:47:51,2015-03-28 18:51:14,正常完成
1854,123.151.42.47,,,,,145,2015-03-28 18:51:22,2015-03-28 18:54:49,正常完成
1855,101.226.61.193,,,,,38,2015-03-28 18:54:35,2015-03-28 18:57:05,正常完成
1856,222.161.200.103,,,,,194,2015-03-28 18:54:33,2015-03-28 18:57:24,正常完成
1857,180.154.161.77,,,,,161,2015-03-28 18:56:09,2015-03-28 18:58:00,正常完成
1858,218.202.111.42,,,,,59,2015-03-28 18:53:46,2015-03-28 18:58:41,正常完成
1859,218.202.111.34,,,,,172,2015-03-28 18:54:01,2015-03-28 19:00:06,正常完成
1860,218.202.111.42,,,,,20,2015-03-28 18:59:18,2015-03-28 19:01:31,正常完成
1861,218.202.111.43,,,,,120,2015-03-28 19:01:40,2015-03-28 19:03:03,正常完成
1862,1.189.7.50,,,,,149,2015-03-28 18:56:13,2015-03-28 19:03:48,正常完成
1863,112.224.65.145,,,,,69,2015-03-28 18:21:37,2015-03-28 19:04:04,正常完成
1864,123.151.42.49,,,,,170,2015-03-28 19:03:07,2015-03-28 19:04:26,正常完成
1865,218.202.111.42,,,,,188,2015-03-28 19:01:12,2015-03-28 19:04:33,正常完成
1866,111.161.57.31,,,,,153,2015-03-28 19:02:34,2015-03-28 19:04:48,正常完成
1867,218.202.111.43,,,,,164,2015-03-28 19:05:18,2015-03-28 19:08:34,正常完成
1868,101.226.125.108,,,,,150,2015-03-28 19:05:40,2015-03-28 19:09:55,正常完成
1869,171.112.96.46,,,,,161,2015-03-28 19:13:17,2015-03-28 19:15:36,正常完成
1870,117.136.35.14,,,,,144,2015-03-28 19:14:14,2015-03-28 19:16:46,正常完成
1871,101.226.89.193,,,,,57,2015-03-28 19:16:01,2015-03-28 19:18:08,正常完成
1872,183.195.232.17,,,,,31,2015-03-28 19:17:23,2015-03-28 19:19:47,正常完成
1873,221.211.197.114,,,,,44,2015-03-28 19:19:37,2015-03-28 19:21:10,正常完成
1874,183.61.32.57,,,,,161,2015-03-28 19:20:16,2015-03-28 19:22:33,正常完成
1875,116.226.107.174,,,,,49,2015-03-28 19:22:10,2015-03-28 19:23:58,正常完成
1876,112.38.115.166,,,,,157,2015-03-28 19:22:18,2015-03-28 19:24:06,正常完成
1877,101.226.125.18,,,,,164,2015-03-28 19:23:47,2015-03-28 19:26:04,正常完成
1878,121.56.27.230,,,,,64,2015-03-28 19:23:36,2015-03-28 19:27:12,正常完成
1879,123.151.12.152,,,,,164,2015-03-28 19:27:45,2015-03-28 19:29:26,正常完成
1880,222.74.211.250,,,,,155,2015-03-28 19:31:15,2015-03-28 19:33:43,正常完成
1881,183.62.37.121,,,,,170,2015-03-28 19:34:29,2015-03-28 19:36:53,正常完成
1882,14.17.37.143,,,,,176,2015-03-28 19:39:04,2015-03-28 19:39:44,正常完成
1883,116.112.219.68,,,,,69,2015-03-28 19:40:55,2015-03-28 19:44:08,正常完成
1884,175.31.96.236,,,,,161,2015-03-28 19:41:59,2015-03-28 19:44:17,正常完成
1885,14.17.37.162,,,,,174,2015-03-28 19:42:30,2015-03-28 19:45:19,正常完成
1886,180.153.81.159,,,,,166,2015-03-28 19:46:20,2015-03-28 19:49:18,正常完成
1887,123.151.153.35,,,,,144,2015-03-28 19:47:36,2015-03-28 19:49:33,正常完成
1888,188.84.207.191,,,,,46,2015-03-28 19:49:31,2015-03-28 19:50:12,正常完成
1889,123.151.64.142,,,,,136,2015-03-28 19:47:05,2015-03-28 19:50:57,正常完成
1890,218.202.111.43,,,,,50,2015-03-28 19:49:59,2015-03-28 19:52:24,正常完成
1891,218.202.111.34,,,,,172,2015-03-28 19:47:57,2015-03-28 19:52:53,正常完成
1892,123.151.12.152,,,,,154,2015-03-28 19:50:18,2015-03-28 19:53:42,正常完成
1893,175.167.152.92,,,,,164,2015-03-28 19:52:52,2015-03-28 19:54:52,正常完成
1894,80.30.159.199,,,,,186,2015-03-28 19:56:22,2015-03-28 19:57:55,正常完成
1895,218.202.111.42,,,,,153,2015-03-28 19:56:15,2015-03-28 19:58:27,正常完成
1896,111.161.57.31,,,,,178,2015-03-28 19:58:14,2015-03-28 20:01:01,正常完成
1897,101.226.125.115,,,,,175,2015-03-28 20:00:06,2015-03-28 20:02:40,正常完成
1898,123.151.42.46,,,,,149,2015-03-28 20:00:22,2015-03-28 20:02:54,正常完成
1899,218.202.111.34,,,,,169,2015-03-28 20:00:25,2015-03-28 20:03:16,正常完成
1900,101.226.125.115,,,,,58,2015-03-28 20:03:05,2015-03-28 20:04:56,正常完成
1901,123.151.12.154,,,,,147,2015-03-28 20:01:01,2015-03-28 20:04:59,正常完成
1902,88.10.23.162,,,,,52,2015-03-28 20:02:32,2015-03-28 20:05:04,正常完成
1903,117.136.45.153,,,,,135,2015-03-28 20:06:02,2015-03-28 20:09:03,正常完成
1904,112.224.65.54,,,,,50,2015-03-28 20:09:29,2015-03-28 20:12:07,正常完成
1905,117.135.149.14,,,,,157,2015-03-28 20:11:16,2015-03-28 20:13:31,正常完成
1906,218.202.111.43,,,,,123,2015-03-28 20:13:09,2015-03-28 20:14:24,正常完成
1907,222.163.135.94,,,,,50,2015-03-28 20:14:38,2015-03-28 20:16:21,正常完成
1908,1.31.223.237,,,,,152,2015-03-28 20:14:19,2015-03-28 20:16:51,正常完成
1909,123.151.139.156,,,,,185,2015-03-28 20:17:04,2015-03-28 20:18:03,正常完成
1910,112.225.14.25,,,,,75,2015-03-28 20:17:21,2015-03-28 20:19:13,正常完成
1911,218.202.111.43,,,,,169,2015-03-28 20:20:57,2015-03-28 20:24:33,正常完成
1912,218.202.111.42,,,,,149,2015-03-28 20:23:13,2015-03-28 20:25:13,正常完成
1913,175.23.83.221,,,,,165,2015-03-28 20:22:13,2015-03-28 20:25:43,正常完成
1914,123.151.42.52,,,,,177,2015-03-28 20:23:56,2015-03-28 20:25:58,正常完成
1915,123.151.42.50,,,,,152,2015-03-28 20:23:33,2015-03-28 20:26:56,正常完成
1916,14.17.37.162,,,,,155,2015-03-28 20:30:22,2015-03-28 20:32:01,正常完成
1917,218.202.111.43,,,,,159,2015-03-28 20:29:38,2015-03-28 20:33:40,正常完成
1918,112.224.67.86,,,,,41,2015-03-28 20:34:01,2015-03-28 20:35:41,正常完成
1919,113.108.11.52,,,,,117,2015-03-28 20:36:19,2015-03-28 20:37:56,正常完成
1920,123.151.42.48,,,,,145,2015-03-28 20:36:33,2015-03-28 20:37:59,正常完成
1921,36.45.242.98,,,,,126,2015-03-28 20:37:07,2015-03-28 20:40:08,正常完成
1922,123.151.38.94,,,,,135,2015-03-28 20:40:27,2015-03-28 20:42:50,正常完成
1923,223.81.83.57,,,,,171,2015-03-28 20:42:49,2015-03-28 20:45:25,正常完成
1924,14.147.53.183,,,,,173,2015-03-28 20:44:10,2015-03-28 20:45:32,正常完成
1925,223.104.2.39,,,,,147,2015-03-28 20:42:39,2015-03-28 20:45:42,正常完成
1926,42.81.34.5,,,,,149,2015-03-28 20:44:16,2015-03-28 20:45:42,正常完成
1927,14.17.37.144,,,,,142,2015-03-28 20:43:50,2015-03-28 20:45:43,正常完成
1928,112.224.65.125,,,,,170,2015-03-28 20:40:02,2015-03-28 20:45:48,正常完成
1929,113.108.11.52,,,,,117,2015-03-28 20:46:00,2015-03-28 20:46:33,正常完成
1930,124.235.117.169,,,,,153,2015-03-28 20:43:53,2015-03-28 20:46:44,正常完成
1931,111.127.34.54,,,,,168,2015-03-28 20:46:11,2015-03-28 20:48:25,正常完成
1932,112.224.65.125,,,,,170,2015-03-28 20:50:52,2015-03-28 20:51:41,正常完成
1933,1.27.91.123,,,,,180,2015-03-28 20:48:20,2015-03-28 20:52:56,正常完成
1934,116.115.20.183,,,,,176,2015-03-28 20:51:14,2015-03-28 20:53:22,正常完成
1935,117.136.45.133,,,,,144,2015-03-28 20:50:30,2015-03-28 20:53:48,正常完成
1936,114.91.248.32,,,,,185,2015-03-28 20:52:28,2015-03-28 20:54:38,正常完成
1937,221.3.60.249,,,,,135,2015-03-28 20:54:13,2015-03-28 20:56:34,正常完成
1938,123.151.12.154,,,,,171,2015-03-28 20:55:48,2015-03-28 20:57:56,正常完成
1939,1.27.91.123,,,,,172,2015-03-28 20:55:52,2015-03-28 20:58:46,正常完成
1940,123.151.12.154,,,,,41,2015-03-28 20:59:04,2015-03-28 21:01:06,正常完成
1941,140.207.185.13,,,,,75,2015-03-28 20:58:21,2015-03-28 21:01:18,正常完成
1942,113.108.11.52,,,,,71,2015-03-28 21:00:37,2015-03-28 21:02:40,正常完成
1943,222.71.142.94,,,,,130,2015-03-28 21:02:34,2015-03-28 21:03:48,正常完成
1944,60.10.97.131,,,,,54,2015-03-28 21:02:47,2015-03-28 21:05:06,正常完成
1945,14.17.37.43,,,,,155,2015-03-28 21:03:51,2015-03-28 21:06:58,正常完成
1946,60.10.97.131,,,,,47,2015-03-28 21:07:05,2015-03-28 21:07:39,正常完成
1947,221.212.172.92,,,,,149,2015-03-28 21:05:22,2015-03-28 21:08:13,正常完成
1948,60.10.97.131,,,,,47,2015-03-28 21:08:59,2015-03-28 21:09:24,正常完成
1949,123.151.42.50,,,,,167,2015-03-28 21:08:41,2015-03-28 21:10:52,正常完成
1950,111.161.57.49,,,,,164,2015-03-28 21:08:45,2015-03-28 21:12:11,正常完成
1951,27.223.68.218,,,,,174,2015-03-28 21:11:39,2015-03-28 21:15:02,正常完成
1952,183.195.232.24,,,,,50,2015-03-28 21:14:17,2015-03-28 21:16:13,正常完成
1953,222.240.152.197,,,,,75,2015-03-28 21:17:10,2015-03-28 21:18:38,正常完成
1954,111.161.57.49,,,,,143,2015-03-28 21:20:38,2015-03-28 21:23:08,正常完成
1955,123.167.4.44,,,,,67,2015-03-28 21:20:44,2015-03-28 21:23:21,正常完成
1956,218.202.111.42,,,,,74,2015-03-28 21:21:17,2015-03-28 21:24:05,正常完成
1957,123.151.42.49,,,,,163,2015-03-28 21:13:57,2015-03-28 21:24:08,正常完成
1959,123.151.42.50,,,,,164,2015-03-28 21:26:12,2015-03-28 21:27:40,正常完成
1960,218.202.111.43,,,,,136,2015-03-28 21:27:04,2015-03-28 21:29:06,正常完成
1961,223.81.76.168,,,,,56,2015-03-28 21:27:20,2015-03-28 21:29:33,正常完成
1962,123.151.42.49,,,,,48,2015-03-28 21:32:22,2015-03-28 21:33:31,正常完成
1963,183.195.233.181,,,,,161,2015-03-28 21:34:53,2015-03-28 21:36:48,正常完成
1964,120.204.200.42,,,,,66,2015-03-28 21:32:19,2015-03-28 21:39:03,正常完成
1965,1.27.91.123,,,,,172,2015-03-28 21:40:07,2015-03-28 21:42:31,正常完成
1966,112.226.170.174,,,,,176,2015-03-28 21:40:55,2015-03-28 21:42:45,正常完成
1967,117.135.170.67,,,,,152,2015-03-28 21:44:58,2015-03-28 21:45:59,正常完成
1968,117.135.170.67,,,,,151,2015-03-28 21:46:05,2015-03-28 21:46:33,正常完成
